,detect value,actual value,experiment_name
4840,,Side, Distance >50cm
4841,Side,Side, Distance >50cm
4842,Side,Side, Distance >50cm
4843,,Side, Distance >50cm
4844,Side,Side, Distance >50cm
4845,Side,Side, Distance >50cm
4846,,Side, Distance >50cm
4847,,Side, Distance >50cm
4848,,Side, Distance >50cm
4849,,Side, Distance >50cm
4850,,Side, Distance >50cm
4851,Side,Side, Distance >50cm
4852,Side,Side, Distance >50cm
4853,Side,Side, Distance >50cm
4854,Side,Side, Distance >50cm
4855,,Side, Distance >50cm
4856,Side,Side, Distance >50cm
4857,Side,Side, Distance >50cm
4858,Side,Side, Distance >50cm
4859,,Side, Distance >50cm
4860,Side,Side, Distance >50cm
4861,,Side, Distance >50cm
4862,,Side, Distance >50cm
4863,,Side, Distance >50cm
4864,,Side, Distance >50cm
4865,,Side, Distance >50cm
4866,Side,Side, Distance >50cm
4867,,Side, Distance >50cm
4868,Side,Side, Distance >50cm
4869,Side,Side, Distance >50cm
4870,,Side, Distance >50cm
4871,,Side, Distance >50cm
4872,,Side, Distance >50cm
4873,,Side, Distance >50cm
4874,,Side, Distance >50cm
4875,Side,Side, Distance >50cm
4876,,Side, Distance >50cm
4877,Side,Side, Distance >50cm
4878,,Side, Distance >50cm
4879,,Side, Distance >50cm
4880,,Side, Distance >50cm
4881,Side,Side, Distance >50cm
4882,,Side, Distance >50cm
4883,Side,Side, Distance >50cm
4884,,Side, Distance >50cm
4885,,Side, Distance >50cm
4886,Side,Side, Distance >50cm
4887,Top,Side, Distance >50cm
4888,,Side, Distance >50cm
4889,Side,Side, Distance >50cm
4890,Side,Side, Distance >50cm
4891,Side,Side, Distance >50cm
4892,,Side, Distance >50cm
4893,,Side, Distance >50cm
4894,Side,Side, Distance >50cm
4895,,Side, Distance >50cm
4896,,Side, Distance >50cm
4897,,Side, Distance >50cm
4898,,Side, Distance >50cm
4899,Side,Side, Distance >50cm
4900,,Side, Distance >50cm
4901,,Side, Distance >50cm
4902,Side,Side, Distance >50cm
4903,,Side, Distance >50cm
4904,,Side, Distance >50cm
4905,,Side, Distance >50cm
4906,Side,Side, Distance >50cm
4907,,Side, Distance >50cm
4908,Side,Side, Distance >50cm
4909,Side,Side, Distance >50cm
4910,Side,Side, Distance >50cm
4911,,Side, Distance >50cm
4912,,Side, Distance >50cm
4913,,Side, Distance >50cm
4914,,Side, Distance >50cm
4915,Side,Side, Distance >50cm
4916,,Side, Distance >50cm
4917,,Side, Distance >50cm
4918,,Side, Distance >50cm
4919,,Side, Distance >50cm
4920,,Side, Distance >50cm
4921,,Side, Distance >50cm
4922,Side,Side, Distance >50cm
4923,,Side, Distance >50cm
4924,Side,Side, Distance >50cm
4925,Side,Side, Distance >50cm
4926,,Side, Distance >50cm
4927,,Side, Distance >50cm
4928,,Side, Distance >50cm
4929,,Side, Distance >50cm
4930,,Side, Distance >50cm
4931,,Side, Distance >50cm
4932,,Side, Distance >50cm
4933,,Side, Distance >50cm
4934,,Side, Distance >50cm
4935,Side,Side, Distance >50cm
4936,,Side, Distance >50cm
4937,Side,Side, Distance >50cm
4938,Side,Side, Distance >50cm
4939,,Side, Distance >50cm
4940,,Side, Distance >50cm
4941,,Side, Distance >50cm
4942,,Side, Distance >50cm
4943,,Side, Distance >50cm
4944,,Side, Distance >50cm
4945,,Side, Distance >50cm
4946,,Side, Distance >50cm
4947,,Side, Distance >50cm
4948,,Side, Distance >50cm
4949,,Side, Distance >50cm
4950,,Side, Distance >50cm
4951,,Side, Distance >50cm
4952,,Side, Distance >50cm
4953,,Side, Distance >50cm
4954,,Side, Distance >50cm
4955,,Side, Distance >50cm
4956,,Side, Distance >50cm
4957,,, Small size box
4958,,, Small size box
4959,,, Small size box
4960,,, Small size box
4961,,, Small size box
4962,,, Small size box
4963,,, Small size box
4964,,, Small size box
4965,Side,, Small size box
4966,,, Small size box
4967,,, Small size box
4968,,, Small size box
4969,,, Small size box
4970,,, Small size box
4971,,, Small size box
4972,,, Small size box
4973,,, Small size box
4974,Side,, Small size box
4975,,, Small size box
4976,Side,, Small size box
4977,,, Small size box
4978,,, Small size box
4979,,, Small size box
4980,Side,, Small size box
4981,,, Small size box
4982,,, Small size box
4983,,, Small size box
4984,,, Small size box
4985,,, Small size box
4986,Side,, Small size box
4987,,, Small size box
4988,,, Small size box
4989,,, Small size box
4990,,, Small size box
4991,,, Small size box
4992,,, Small size box
4993,,, Small size box
4994,Side,, Small size box
4995,,, Small size box
4996,,, Small size box
4997,,, Small size box
4998,,, Small size box
4999,,, Small size box
5000,,, Small size box
5001,,, Small size box
5002,Side,, Small size box
5003,,, Small size box
5004,,, Small size box
5005,,, Small size box
5006,,, Small size box
5007,,, Small size box
5008,,, Small size box
5009,,, Small size box
5010,,, Small size box
5011,,, Small size box
5012,,, Small size box
5013,Side,, Small size box
5014,,, Small size box
5015,,, Small size box
5016,,, Small size box
5017,,, Small size box
5018,,, Small size box
5019,,, Small size box
5020,Side,, Small size box
5021,,, Small size box
5022,,, Small size box
5023,Side,, Small size box
5024,Side,, Small size box
5025,,, Small size box
5026,,, Small size box
5027,,, Small size box
5028,,, Small size box
5029,,, Small size box
5030,,, Small size box
5031,,, Small size box
5032,,, Small size box
5033,,, Small size box
5034,Side,, Small size box
5035,,, Small size box
5036,,, Small size box
5037,,, Small size box
5038,,, Small size box
5039,Side,, Small size box
5040,,, Small size box
5041,,, Small size box
5042,,, Small size box
5043,,, Small size box
5044,,, Small size box
5045,,, Small size box
5046,,, Small size box
5047,,, Small size box
5048,Side,, Small size box
5049,,, Small size box
5050,,, Small size box
5051,,, Small size box
5052,,, Small size box
5053,,, Small size box
5054,,, Small size box
5055,,, Small size box
5056,,, Small size box
5057,,, Small size box
5058,,, Small size box
5059,Side,, Small size box
5060,,, Small size box
5061,,, Small size box
5062,,, Small size box
5063,,, Small size box
5064,,, Small size box
5065,,, Small size box
5066,Side,, Small size box
5067,,, Small size box
5068,Side,, Small size box
5069,,, Small size box
5070,Side,, Small size box
5071,,, Small size box
5072,,, Small size box
5073,,, Small size box
5074,,, Small size box
5075,,, Small size box
5076,,, Small size box
5077,,, Small size box
5078,,, Small size box
5079,,, Small size box
5080,,, Small size box
5081,,, Small size box
5082,,, Small size box
5083,,, Small size box
5084,Side,, Small size box
5085,,, Small size box
5086,,, Small size box
5087,,, Small size box
5088,,, Small size box
5089,,, Small size box
5090,,, Small size box
5091,,, Small size box
5092,,, Small size box
5093,,, Small size box
5094,Side,, Small size box
5095,Side,, Small size box
5096,,, Small size box
5097,,, Small size box
5098,,, Small size box
5099,,, Small size box
5100,Side,, Small size box
5101,,, Small size box
5102,,, Small size box
5103,,, Small size box
5104,,, Small size box
5105,,, Small size box
5106,,, Small size box
5107,,, Small size box
5108,Side,, Small size box
5109,,, Small size box
5110,,, Small size box
5111,,, Small size box
5112,,, Small size box
5113,,, Small size box
5114,Side,, Small size box
5115,Side,, Small size box
5116,,, Small size box
5117,,, Small size box
5118,Side,, Small size box
5119,,, Small size box
5120,,, Small size box
5121,,, Small size box
5122,,, Small size box
5123,,, Small size box
5124,,, Small size box
5125,,, Small size box
5126,Side,, Small size box
5127,,, Small size box
5128,Side,, Small size box
5129,,, Small size box
5130,,, Small size box
5131,,, Small size box
5132,Side,, Small size box
5133,,, Small size box
5134,,, Small size box
5135,,, Small size box
5136,,, Small size box
5137,,, Small size box
5138,,, Small size box
5139,,, Small size box
5140,,, Small size box
5141,,, Small size box
5142,,, Small size box
5143,,, Small size box
5144,,, Small size box
5145,,, Small size box
5146,,, Small size box
5147,,, Small size box
5148,,, Small size box
5149,,, Small size box
5150,,, Small size box
5151,,, Small size box
5152,,, Small size box
5153,,, Small size box
5154,,, Small size box
5155,,, Small size box
5156,Side,, Small size box
5157,,, Small size box
5158,,, Small size box
5159,,, Small size box
5160,,, Small size box
5161,,, Small size box
5162,,, Small size box
5163,Side,, Small size box
5164,,, Small size box
5165,Side,, Small size box
5166,,, Small size box
5167,,, Small size box
5168,,, Small size box
5169,,, Small size box
5170,,, Small size box
5171,Side,, Small size box
5172,,, Small size box
5173,,, Small size box
5174,,, Small size box
5175,,, Small size box
5176,,, Small size box
5177,,, Small size box
5178,Side,, Small size box
5179,,, Small size box
5180,,, Small size box
5181,,, Small size box
5182,,, Small size box
5183,,, Small size box
5184,,, Small size box
5185,,, Small size box
5186,,, Small size box
5187,Side,, Small size box
5188,,, Small size box
5189,Side,, Small size box
5190,Side,, Small size box
5191,,, Small size box
5192,Side,, Small size box
5193,,, Small size box
5194,Side,, Small size box
5195,,, Small size box
5196,Side,, Small size box
5197,,, Small size box
5198,Side,, Small size box
5199,,, Small size box
5200,,, Small size box
5201,,, Small size box
5202,,, Small size box
5203,,, Small size box
5204,Side,, Small size box
5205,,, Small size box
5206,,, Small size box
5207,,, Small size box
5208,,, Small size box
5209,,, Small size box
5210,,, Small size box
5211,,, Small size box
5212,,, Small size box
5213,,, Small size box
5214,,, Small size box
5215,Side,, Small size box
5216,,, Small size box
5217,Side,, Small size box
5218,Side,, Small size box
5219,,, Small size box
5220,,, Small size box
5221,,, Small size box
5222,Side,, Small size box
5223,,, Small size box
5224,,, Small size box
5225,,, Small size box
5226,,, Small size box
5227,,, Small size box
5228,Side,, Small size box
5229,,, Small size box
5230,,, Small size box
5231,Side,, Small size box
5232,,, Small size box
5233,,, Small size box
5234,,, Small size box
5235,,, Small size box
5236,,, Small size box
5237,,, Small size box
5238,,, Small size box
5239,,, Small size box
5240,,, Small size box
5241,Side,, Small size box
5242,,, Small size box
5243,Side,, Small size box
5244,,, Small size box
5245,,, Small size box
5246,,, Small size box
5247,,, Small size box
5248,,, Small size box
5249,Side,, Small size box
5250,,, Small size box
5251,,, Small size box
5252,,, Small size box
5253,,, Small size box
5254,Side,, Small size box
5255,,, Small size box
5256,,, Small size box
5257,,, Small size box
5258,,, Small size box
5259,,, Small size box
5260,,, Small size box
5261,,, Small size box
5262,,, Small size box
5263,,, Small size box
5264,,, Small size box
5265,,, Small size box
5266,,, Small size box
5267,,, Small size box
5268,Side,, Small size box
5269,,, Small size box
5270,,, Small size box
5271,,, Small size box
5272,,, Small size box
5273,,, Small size box
5274,,, Small size box
5275,Side,, Small size box
5276,,, Small size box
5277,,, Small size box
5278,,, Small size box
5279,Side,, Small size box
5280,,, Small size box
5281,Side,, Small size box
5282,,, Small size box
5283,Side,, Small size box
5284,,, Small size box
5285,,, Small size box
5286,,, Small size box
5287,,, Small size box
5288,,, Small size box
5289,,, Small size box
5290,,, Small size box
5291,Side,, Small size box
5292,,, Small size box
5293,,, Small size box
5294,,, Small size box
5295,Side,, Small size box
5296,Side,, Small size box
5297,Side,, Small size box
5298,,, Small size box
5299,,, Small size box
5300,,, Small size box
5301,,, Small size box
5302,,, Small size box
5303,,, Small size box
5304,Side,, Small size box
5305,,, Small size box
5306,,, Small size box
5307,,, Small size box
5308,,, Small size box
5309,Side,, Small size box
5310,,, Small size box
5311,,, Small size box
5312,,, Small size box
5313,,, Small size box
5314,,, Small size box
5315,Side,, Small size box
5316,,, Small size box
5317,Side,, Small size box
5318,,, Small size box
5319,,, Small size box
5320,,, Small size box
5321,,, Small size box
5322,,, Small size box
5323,,, Small size box
5324,Side,, Small size box
5325,,, Small size box
5326,,, Small size box
5327,Side,, Small size box
5328,,, Small size box
5329,,, Small size box
5330,Side,, Small size box
5331,,, Small size box
5332,Side,, Small size box
5333,Side,, Small size box
5334,,, Small size box
5335,Side,, Small size box
5336,,, Small size box
5337,,, Small size box
5338,,, Small size box
5339,,, Small size box
5340,,, Small size box
5341,Side,, Small size box
5342,,, Small size box
5343,Side,, Small size box
5344,,, Small size box
5345,Side,, Small size box
5346,,, Small size box
5347,,, Small size box
5348,,, Small size box
5349,,, Small size box
5350,,, Small size box
5351,Side,, Small size box
5352,,, Small size box
5353,,, Small size box
5354,,, Small size box
5355,,, Small size box
5356,,, Small size box
5357,,, Small size box
5358,Side,, Small size box
5359,Side,, Small size box
5360,Side,, Small size box
5361,,, Small size box
5362,,, Small size box
5363,,, Small size box
5364,,, Small size box
5365,,, Small size box
5366,,, Small size box
5367,,, Small size box
5368,,, Small size box
5369,,, Small size box
5370,,, Small size box
5371,,, Small size box
5372,,, Small size box
5373,,, Small size box
5374,,, Small size box
5375,,, Small size box
5376,,, Small size box
5377,Side,, Small size box
5378,Side,, Small size box
5379,,, Small size box
5380,,, Small size box
5381,,, Small size box
5382,Side,, Small size box
5383,,, Small size box
5384,,, Small size box
5385,,, Small size box
5386,,, Small size box
5387,,, Small size box
5388,,, Small size box
5389,,, Small size box
5390,,, Small size box
5391,,, Small size box
5392,,, Small size box
5393,,, Small size box
5394,,, Small size box
5395,Side,, Small size box
5396,,, Small size box
5397,,, Small size box
5398,Side,, Small size box
5399,,, Small size box
5400,,, Small size box
5401,,, Small size box
5402,,, Small size box
5403,,, Small size box
5404,Side,, Small size box
5405,,, Small size box
5406,,, Small size box
5407,,, Small size box
5408,,, Small size box
5409,,, Small size box
5410,,, Small size box
5411,,, Small size box
5412,,, Small size box
5413,,, Small size box
5414,,, Small size box
5415,Side,, Small size box
5416,,, Small size box
5417,,, Small size box
5418,Side,, Small size box
5419,Side,, Small size box
5420,Side,, Small size box
5421,,, Small size box
5422,Side,, Small size box
5423,,, Small size box
5424,,, Small size box
5425,Side,, Small size box
5426,Side,, Small size box
5427,,, Small size box
5428,,, Small size box
5429,,, Small size box
5430,,, Small size box
5431,Side,, Small size box
5432,,, Small size box
5433,,, Small size box
5434,Side,, Small size box
5435,,, Small size box
5436,,, Small size box
5437,Side,, Small size box
5438,,, Small size box
5439,,, Small size box
5440,,, Small size box
5441,,, Small size box
5442,,, Small size box
5443,,, Small size box
5444,,, Small size box
5445,,, Small size box
5446,,, Small size box
5447,,, Small size box
5448,,, Small size box
5449,,, Small size box
5450,,, Small size box
5451,,, Small size box
5452,,, Small size box
5453,,, Small size box
5454,,, Small size box
5455,,, Small size box
5456,,, Small size box
5457,,, Small size box
5458,Side,Side,Medium size box
5459,Side,Side,Medium size box
5460,Side,Side,Medium size box
5461,Side,Side,Medium size box
5462,Side,Side,Medium size box
5463,Side,Side,Medium size box
5464,Side,Side,Medium size box
5465,Side,Side,Medium size box
5466,Side,Side,Medium size box
5467,Side,Side,Medium size box
5468,Side,Side,Medium size box
5469,Side,Side,Medium size box
5470,Side,Side,Medium size box
5471,Side,Side,Medium size box
5472,Side,Side,Medium size box
5473,Side,Side,Medium size box
5474,Side,Side,Medium size box
5475,Side,Side,Medium size box
5476,Side,Side,Medium size box
5477,Side,Side,Medium size box
5478,Side,Side,Medium size box
5479,Side,Side,Medium size box
5480,Side,Side,Medium size box
5481,Side,Side,Medium size box
5482,Side,Side,Medium size box
5483,Side,Side,Medium size box
5484,Side,Side,Medium size box
5485,Side,Side,Medium size box
5486,Side,Side,Medium size box
5487,Side,Side,Medium size box
5488,Side,Side,Medium size box
5489,Side,Side,Medium size box
5490,Side,Side,Medium size box
5491,Side,Side,Medium size box
5492,Side,Side,Medium size box
5493,Side,Side,Medium size box
5494,Side,Side,Medium size box
5495,Side,Side,Medium size box
5496,Side,Side,Medium size box
5497,Side,Side,Medium size box
5498,Side,Side,Medium size box
5499,Side,Side,Medium size box
5500,Side,Side,Medium size box
5501,Side,Side,Medium size box
5502,Side,Side,Medium size box
5503,Side,Side,Medium size box
5504,Side,Side,Medium size box
5505,Side,Side,Medium size box
5506,Side,Side,Medium size box
5507,Side,Side,Medium size box
5508,Side,Side,Medium size box
5509,Side,Side,Medium size box
5510,Side,Side,Medium size box
5511,Side,Side,Medium size box
5512,Side,Side,Medium size box
5513,Side,Side,Medium size box
5514,Side,Side,Medium size box
5515,Side,Side,Medium size box
5516,Side,Side,Medium size box
5517,Side,Side,Medium size box
5518,Side,Side,Medium size box
5519,,Side,Medium size box
5520,Side,Side,Medium size box
5521,Side,Side,Medium size box
5522,Side,Side,Medium size box
5523,Side,Side,Medium size box
5524,Side,Side,Medium size box
5525,Side,Side,Medium size box
5526,Side,Side,Medium size box
5527,Side,Side,Medium size box
5528,Side,Side,Medium size box
5529,Side,Side,Medium size box
5530,Side,Side,Medium size box
5531,Side,Side,Medium size box
5532,Side,Side,Medium size box
5533,Side,Side,Medium size box
5534,Side,Side,Medium size box
5535,Side,Side,Medium size box
5536,Side,Side,Medium size box
5537,Side,Side,Medium size box
5538,Side,Side,Medium size box
5539,Side,Side,Medium size box
5540,Side,Side,Medium size box
5541,Side,Side,Medium size box
5542,Side,Side,Medium size box
5543,Side,Side,Medium size box
5544,Side,Side,Medium size box
5545,Side,Side,Medium size box
5546,Side,Side,Medium size box
5547,Side,Side,Medium size box
5548,Side,Side,Medium size box
5549,Side,Side,Medium size box
5550,Side,Side,Medium size box
5551,Side,Side,Medium size box
5552,Side,Side,Medium size box
5553,Side,Side,Medium size box
5554,Side,Side,Medium size box
5555,Side,Side,Medium size box
5556,,Side,Medium size box
5557,Side,Side,Medium size box
5558,Side,Side,Medium size box
5559,Side,Side,Medium size box
5560,Side,Side,Medium size box
5561,Side,Side,Medium size box
5562,Side,Side,Medium size box
5563,Side,Side,Medium size box
5564,Side,Side,Medium size box
5565,Side,Side,Medium size box
5566,Side,Side,Medium size box
5567,Side,Side,Medium size box
5568,Side,Side,Medium size box
5569,Side,Side,Medium size box
5570,Side,Side,Medium size box
5571,Side,Side,Medium size box
5572,Side,Side,Medium size box
5573,Side,Side,Medium size box
5574,Side,Side,Medium size box
5575,Side,Side,Medium size box
5576,Side,Side,Medium size box
5577,Side,Side,Medium size box
5578,Side,Side,Medium size box
5579,Side,Side,Medium size box
5580,Side,Side,Medium size box
5581,Side,Side,Medium size box
5582,Side,Side,Medium size box
