,detect value,actual value,experiment_name
3948,,,Box different colour 
3949,,,Box different colour 
3950,,,Box different colour 
3951,,,Box different colour 
3952,,,Box different colour 
3953,,,Box different colour 
3954,,,Box different colour 
3955,,,Box different colour 
3956,,,Box different colour 
3957,,,Box different colour 
3958,,,Box different colour 
3959,,,Box different colour 
3960,,,Box different colour 
3961,,,Box different colour 
3962,,,Box different colour 
3963,,,Box different colour 
3964,,,Box different colour 
3965,,,Box different colour 
3966,,,Box different colour 
3967,,,Box different colour 
3968,,,Box different colour 
3969,,,Box different colour 
3970,,,Box different colour 
3971,,,Box different colour 
3972,Side,,Box different colour 
3973,,,Box different colour 
3974,,,Box different colour 
3975,,,Box different colour 
3976,,,Box different colour 
3977,,,Box different colour 
3978,,,Box different colour 
3979,,,Box different colour 
3980,,,Box different colour 
3981,,,Box different colour 
3982,,,Box different colour 
3983,,,Box different colour 
3984,,,Box different colour 
3985,,,Box different colour 
3986,,,Box different colour 
3987,,,Box different colour 
3988,Side,,Box different colour 
3989,,,Box different colour 
3990,,,Box different colour 
3991,,,Box different colour 
3992,,,Box different colour 
3993,,,Box different colour 
3994,,,Box different colour 
3995,,,Box different colour 
3996,,,Box different colour 
3997,,,Box different colour 
3998,,,Box different colour 
3999,,,Box different colour 
4000,,,Box different colour 
4001,,,Box different colour 
4002,,,Box different colour 
4003,,,Box different colour 
4004,,,Box different colour 
4005,,,Box different colour 
4006,,,Box different colour 
4007,,,Box different colour 
4008,,,Box different colour 
4009,,,Box different colour 
4010,Side,,Box different colour 
4011,,,Box different colour 
4012,,,Box different colour 
4013,,,Box different colour 
4014,,,Box different colour 
4015,,,Box different colour 
4016,,,Box different colour 
4017,,,Box different colour 
4018,,,Box different colour 
4019,,,Box different colour 
4020,Side,,Box different colour 
4021,,,Box different colour 
4022,,,Box different colour 
4023,,,Box different colour 
4024,,,Box different colour 
4025,,,Box different colour 
4026,,,Box different colour 
4027,,,Box different colour 
4028,,,Box different colour 
4029,,,Box different colour 
4030,Side,,Box different colour 
4031,,,Box different colour 
4032,,,Box different colour 
4033,,,Box different colour 
4034,,,Box different colour 
4035,,,Box different colour 
4036,,,Box different colour 
4037,,,Box different colour 
4038,,,Box different colour 
4039,,,Box different colour 
4040,,,Box different colour 
4041,,,Box different colour 
4042,,,Box different colour 
4043,,,Box different colour 
4044,,,Box different colour 
4045,,,Box different colour 
4046,,,Box different colour 
4047,,,Box different colour 
4048,,,Box different colour 
4049,,,Box different colour 
4050,,,Box different colour 
4051,,,Box different colour 
4052,,,Box different colour 
4053,,,Box different colour 
4054,,,Box different colour 
4055,,,Box different colour 
4056,,,Box different colour 
4057,,,Box different colour 
4058,,,Box different colour 
4059,,,Box different colour 
4060,,,Box different colour 
4061,,,Box different colour 
4062,,,Box different colour 
4063,,,Box different colour 
4064,,,Box different colour 
4065,,,Box different colour 
4066,,,Box different colour 
4067,,,Box different colour 
4068,,,Box different colour 
4069,,,Box different colour 
4070,,,Box different colour 
4071,,,Box different colour 
4072,,,Box different colour 
4073,,,Box different colour 
4074,,,Box different colour 
4075,,,Box different colour 
4076,,,Box different colour 
4077,,,Box different colour 
4078,,,Box different colour 
4079,,,Box different colour 
4080,,,Box different colour 
4081,Side,Side,Distance <50cm
4082,Side,Side,Distance <50cm
4083,Side,Side,Distance <50cm
4084,Side,Side,Distance <50cm
4085,Side,Side,Distance <50cm
4086,Side,Side,Distance <50cm
4087,Side,Side,Distance <50cm
4088,Side,Side,Distance <50cm
4089,Side,Side,Distance <50cm
4090,Side,Side,Distance <50cm
4091,Side,Side,Distance <50cm
4092,Side,Side,Distance <50cm
4093,Side,Side,Distance <50cm
4094,Side,Side,Distance <50cm
4095,Side,Side,Distance <50cm
4096,Side,Side,Distance <50cm
4097,Side,Side,Distance <50cm
4098,Side,Side,Distance <50cm
4099,Side,Side,Distance <50cm
4100,Side,Side,Distance <50cm
4101,Side,Side,Distance <50cm
4102,Side,Side,Distance <50cm
4103,Side,Side,Distance <50cm
4104,Side,Side,Distance <50cm
4105,Side,Side,Distance <50cm
4106,Side,Side,Distance <50cm
4107,Side,Side,Distance <50cm
4108,Side,Side,Distance <50cm
4109,Side,Side,Distance <50cm
4110,Side,Side,Distance <50cm
4111,Side,Side,Distance <50cm
4112,Side,Side,Distance <50cm
4113,Side,Side,Distance <50cm
4114,Side,Side,Distance <50cm
4115,Side,Side,Distance <50cm
4116,Side,Side,Distance <50cm
4117,Side,Side,Distance <50cm
4118,Side,Side,Distance <50cm
4119,Side,Side,Distance <50cm
4120,Side,Side,Distance <50cm
4121,Side,Side,Distance <50cm
4122,Side,Side,Distance <50cm
4123,Side,Side,Distance <50cm
4124,Side,Side,Distance <50cm
4125,Side,Side,Distance <50cm
4126,Side,Side,Distance <50cm
4127,Side,Side,Distance <50cm
4128,Side,Side,Distance <50cm
4129,Side,Side,Distance <50cm
4130,Side,Side,Distance <50cm
4131,Side,Side,Distance <50cm
4132,Side,Side,Distance <50cm
4133,Side,Side,Distance <50cm
4134,Side,Side,Distance <50cm
4135,Side,Side,Distance <50cm
4136,Side,Side,Distance <50cm
4137,Side,Side,Distance <50cm
4138,Side,Side,Distance <50cm
4139,Side,Side,Distance <50cm
4140,Side,Side,Distance <50cm
4141,Side,Side,Distance <50cm
4142,Side,Side,Distance <50cm
4143,Side,Side,Distance <50cm
4144,Side,Side,Distance <50cm
4145,Side,Side,Distance <50cm
4146,Side,Side,Distance <50cm
4147,Side,Side,Distance <50cm
4148,Side,Side,Distance <50cm
4149,Side,Side,Distance <50cm
4150,Side,Side,Distance <50cm
4151,Side,Side,Distance <50cm
4152,Side,Side,Distance <50cm
4153,Side,Side,Distance <50cm
4154,Side,Side,Distance <50cm
4155,Side,Side,Distance <50cm
4156,Side,Side,Distance <50cm
4157,Side,Side,Distance <50cm
4158,Side,Side,Distance <50cm
4159,Side,Side,Distance <50cm
4160,Side,Side,Distance <50cm
4161,Side,Side,Distance <50cm
4162,Side,Side,Distance <50cm
4163,Side,Side,Distance <50cm
4164,Side,Side,Distance <50cm
4165,Side,Side,Distance <50cm
4166,Side,Side,Distance <50cm
4167,Side,Side,Distance <50cm
4168,Side,Side,Distance <50cm
4169,Side,Side,Distance <50cm
4170,Side,Side,Distance <50cm
4171,Side,Side,Distance <50cm
4172,Side,Side,Distance <50cm
4173,Side,Side,Distance <50cm
4174,Side,Side,Distance <50cm
4175,Side,Side,Distance <50cm
4176,Side,Side,Distance <50cm
4177,Side,Side,Distance <50cm
4178,Side,Side,Distance <50cm
4179,Side,Side,Distance <50cm
4180,Side,Side,Distance <50cm
4181,Side,Side,Distance <50cm
4182,Side,Side,Distance <50cm
4183,Side,Side,Distance <50cm
4184,Side,Side,Distance <50cm
4185,Side,Side,Distance <50cm
4186,Side,Side,Distance <50cm
4187,Side,Side,Distance <50cm
4188,Side,Side,Distance <50cm
4189,Side,Side,Distance <50cm
4190,Side,Side,Distance <50cm
4191,Side,Side,Distance <50cm
4192,Side,Side,Distance <50cm
4193,Side,Side,Distance <50cm
4194,Side,Side,Distance <50cm
4195,Side,Side,Distance <50cm
4196,Side,Side,Distance <50cm
4197,Side,Side,Distance <50cm
4198,Side,Side,Distance <50cm
4199,Side,Side,Distance <50cm
4200,Side,Side,Distance <50cm
4201,Side,Side,Distance <50cm
4202,Side,Side,Distance <50cm
4203,Side,Side,Distance <50cm
4204,Side,Side,Distance <50cm
4205,Side,Side,Distance <50cm
4206,Side,Side,Distance <50cm
4207,Side,Side,Distance <50cm
4208,Side,Side,Distance <50cm
4209,Top,Side,Distance <50cm
4210,Side,Side,Distance <50cm
4211,Side,Side,Distance <50cm
4212,Side,Side,Distance <50cm
4213,Side,Side,Distance <50cm
4214,Side,Side,Distance <50cm
4215,Side,Side,Distance <50cm
4216,Side,Side,Distance <50cm
4217,Side,Side,Distance <50cm
4218,Side,Side,Distance <50cm
4219,Side,Side,Distance <50cm
4220,Side,Side,Distance <50cm
4221,Side,Side,Distance <50cm
4222,Side,Side,Distance <50cm
4223,Side,Side,Distance <50cm
4224,Side,Side,Distance <50cm
4225,Side,Side,Distance <50cm
4226,Side,Side,Distance <50cm
4227,Side,Side,Distance <50cm
4228,Side,Side,Distance <50cm
4229,Side,Side,Distance <50cm
4230,Side,Side,Distance <50cm
4231,Side,Side,Distance <50cm
4232,Side,Side,Distance <50cm
4233,Side,Side,Distance <50cm
4234,Side,Side,Distance <50cm
4235,Side,Side,Distance <50cm
4236,Side,Side,Distance <50cm
4237,Side,Side,Distance <50cm
4238,Side,Side,Distance <50cm
4239,Side,Side,Distance <50cm
4240,Side,Side,Distance <50cm
4241,Side,Side,Distance <50cm
4242,Side,Side,Distance <50cm
4243,Side,Side,Distance <50cm
4244,Side,Side,Distance <50cm
4245,Side,Side,Distance <50cm
4246,Side,Side,Distance <50cm
4247,Side,Side,Distance <50cm
4248,Side,Side,Distance <50cm
4249,Side,Side,Distance <50cm
4250,Side,Side,Distance <50cm
4251,Side,Side,Distance <50cm
4252,Side,Side,Distance <50cm
4253,Side,Side,Distance <50cm
4254,Side,Side,Distance <50cm
4255,Side,Side,Distance <50cm
4256,Side,Side,Distance <50cm
4257,Side,Side,Distance <50cm
4258,Side,Side,Distance <50cm
4259,Side,Side,Distance <50cm
4260,Side,Side,Distance <50cm
4261,Side,Side,Distance <50cm
4262,Side,Side,Distance <50cm
4263,Side,Side,Distance <50cm
4264,Side,Side,Distance <50cm
4265,Side,Side,Distance <50cm
4266,Side,Side,Distance <50cm
4267,Side,Side,Distance <50cm
4268,Side,Side,Distance <50cm
4269,Side,Side,Distance <50cm
4270,Side,Side,Distance <50cm
4271,Side,Side,Distance <50cm
4272,Side,Side,Distance <50cm
4273,Side,Side,Distance <50cm
4274,Side,Side,Distance <50cm
4275,Side,Side,Distance <50cm
4276,Side,Side,Distance <50cm
4277,Side,Side,Distance <50cm
4278,Side,Side,Distance <50cm
4279,Side,Side,Distance <50cm
4280,Side,Side,Distance <50cm
4281,Side,Side,Distance <50cm
4282,Side,Side,Distance <50cm
4283,Side,Side,Distance <50cm
4284,Side,Side,Distance <50cm
4285,Side,Side,Distance <50cm
4286,Side,Side,Distance <50cm
4287,Side,Side,Distance <50cm
4288,Side,Side,Distance <50cm
4289,Side,Side,Distance <50cm
4290,Side,Side,Distance <50cm
4291,Side,Side,Distance <50cm
4292,Side,Side,Distance <50cm
4293,Side,Side,Distance <50cm
4294,Side,Side,Distance <50cm
4295,Side,Side,Distance <50cm
4296,Side,Side,Distance <50cm
4297,Side,Side,Distance <50cm
4298,Side,Side,Distance <50cm
4299,Side,Side,Distance <50cm
4300,Side,Side,Distance <50cm
4301,Side,Side,Distance <50cm
4302,Side,Side,Distance <50cm
4303,Side,Side,Distance <50cm
4304,Side,Side,Distance <50cm
4305,Side,Side,Distance <50cm
4306,Side,Side,Distance <50cm
4307,Side,Side,Distance <50cm
4308,Side,Side,Distance <50cm
4309,Side,Side,Distance <50cm
4310,Side,Side,Distance <50cm
4311,Side,Side,Distance <50cm
4312,Side,Side,Distance <50cm
4313,Side,Side,Distance <50cm
4314,Side,Side,Distance <50cm
4315,Side,Side,Distance <50cm
4316,Side,Side,Distance <50cm
4317,Side,Side,Distance <50cm
4318,Side,Side,Distance <50cm
4319,Side,Side,Distance <50cm
4320,Side,Side,Distance <50cm
4321,Side,Side,Distance <50cm
4322,Side,Side,Distance <50cm
4323,Side,Side,Distance <50cm
4324,Side,Side,Distance <50cm
4325,Side,Side,Distance <50cm
4326,Side,Side,Distance <50cm
4327,Side,Side,Distance <50cm
4328,Side,Side,Distance <50cm
4329,Side,Side,Distance <50cm
4330,Side,Side,Distance <50cm
4331,Side,Side,Distance <50cm
4332,Side,Side,Distance <50cm
4333,Side,Side,Distance <50cm
4334,Side,Side,Distance <50cm
4335,Side,Side,Distance <50cm
4336,Side,Side,Distance <50cm
4337,Side,Side,Distance <50cm
4338,Side,Side,Distance <50cm
4339,Side,Side,Distance <50cm
4340,Side,Side,Distance <50cm
4341,Side,Side,Distance <50cm
4342,Side,Side,Distance <50cm
4343,Side,Side,Distance <50cm
4344,Side,Side,Distance <50cm
4345,Side,Side,Distance <50cm
4346,Side,Side,Distance <50cm
4347,Side,Side,Distance <50cm
4348,Side,Side,Distance <50cm
4349,Side,Side,Distance <50cm
4350,Side,Side,Distance <50cm
4351,Side,Side,Distance <50cm
4352,Side,Side,Distance <50cm
4353,Side,Side,Distance <50cm
4354,Side,Side,Distance <50cm
4355,Side,Side,Distance <50cm
4356,Side,Side,Distance <50cm
4357,Side,Side,Distance <50cm
4358,Side,Side,Distance <50cm
4359,Side,Side,Distance <50cm
4360,Side,Side,Distance <50cm
4361,Side,Side,Distance <50cm
4362,Side,Side,Distance <50cm
4363,Side,Side,Distance <50cm
4364,Side,Side,Distance <50cm
4365,Side,Side,Distance <50cm
4366,Side,Side,Distance <50cm
4367,Side,Side,Distance <50cm
4368,Side,Side,Distance <50cm
4369,Side,Side,Distance <50cm
4370,Side,Side,Distance <50cm
4371,Side,Side,Distance <50cm
4372,Side,Side,Distance <50cm
4373,Side,Side,Distance <50cm
4374,Side,Side,Distance <50cm
4375,Side,Side,Distance <50cm
4376,Side,Side,Distance <50cm
4377,Side,Side,Distance <50cm
4378,Side,Side,Distance <50cm
4379,Side,Side,Distance <50cm
4380,Side,Side,Distance <50cm
4381,Side,Side,Distance <50cm
4382,Side,Side,Distance <50cm
4383,Side,Side,Distance <50cm
4384,Side,Side,Distance <50cm
4385,Side,Side,Distance <50cm
4386,Side,Side,Distance <50cm
4387,Side,Side,Distance <50cm
4388,Side,Side,Distance <50cm
4389,Side,Side,Distance <50cm
4390,Side,Side,Distance <50cm
4391,Side,Side,Distance <50cm
4392,Side,Side,Distance <50cm
4393,Side,Side,Distance <50cm
4394,Side,Side,Distance <50cm
4395,Side,Side,Distance <50cm
4396,Side,Side,Distance <50cm
4397,Side,Side,Distance <50cm
4398,Side,Side,Distance <50cm
4399,Side,Side,Distance <50cm
4400,Side,Side,Distance <50cm
4401,Side,Side,Distance <50cm
4402,Side,Side,Distance <50cm
4403,Side,Side,Distance <50cm
4404,Side,Side,Distance <50cm
4405,Side,Side,Distance <50cm
4406,Side,Side,Distance <50cm
4407,Side,Side,Distance <50cm
4408,Side,Side,Distance <50cm
4409,Side,Side,Distance <50cm
4410,Side,Side,Distance <50cm
4411,Side,Side,Distance <50cm
4412,Side,Side,Distance <50cm
4413,Side,Side,Distance <50cm
4414,Side,Side,Distance <50cm
4415,Side,Side,Distance <50cm
4416,Side,Side,Distance <50cm
4417,Side,Side,Distance <50cm
4418,Side,Side,Distance <50cm
4419,Side,Side,Distance <50cm
4420,Side,Side,Distance <50cm
4421,Side,Side,Distance <50cm
4422,Side,Side,Distance <50cm
4423,Side,Side,Distance <50cm
4424,Side,Side,Distance <50cm
4425,Side,Side,Distance <50cm
4426,Side,Side,Distance <50cm
4427,Side,Side,Distance <50cm
4428,Side,Side,Distance <50cm
4429,Side,Side,Distance <50cm
4430,Side,Side,Distance <50cm
4431,Side,Side,Distance <50cm
4432,Side,Side,Distance <50cm
4433,Side,Side,Distance <50cm
4434,Side,Side,Distance <50cm
4435,Side,Side,Distance <50cm
4436,Side,Side,Distance <50cm
4437,Side,Side,Distance <50cm
4438,Side,Side,Distance <50cm
4439,Side,Side,Distance <50cm
4440,Side,Side,Distance <50cm
4441,Side,Side,Distance <50cm
4442,Side,Side,Distance <50cm
4443,Side,Side,Distance <50cm
4444,Side,Side,Distance <50cm
4445,Side,Side,Distance <50cm
4446,Side,Side,Distance <50cm
4447,Side,Side,Distance <50cm
4448,Side,Side,Distance <50cm
4449,Side,Side,Distance <50cm
4450,Side,Side,Distance <50cm
4451,Side,Side,Distance <50cm
4452,Side,Side,Distance <50cm
4453,Side,Side,Distance <50cm
4454,Side,Side,Distance <50cm
4455,Side,Side,Distance <50cm
4456,Side,Side,Distance <50cm
4457,Side,Side,Distance <50cm
4458,Side,Side,Distance <50cm
4459,Side,Side,Distance <50cm
4460,Side,Side,Distance <50cm
4461,Side,Side,Distance <50cm
4462,Side,Side,Distance <50cm
4463,Side,Side,Distance <50cm
4464,Side,Side,Distance <50cm
4465,Side,Side,Distance <50cm
4466,Side,Side,Distance <50cm
4467,Side,Side,Distance <50cm
4468,Side,Side,Distance <50cm
4469,Side,Side,Distance <50cm
4470,Side,Side,Distance <50cm
4471,Side,Side,Distance <50cm
4472,Side,Side,Distance <50cm
4473,Side,Side,Distance <50cm
4474,Side,Side,Distance <50cm
4475,,Side,Distance <50cm
4476,,Side,Distance <50cm
4477,,Side,Distance <50cm
4478,,Side,Distance <50cm
4479,,Side,Distance <50cm
4480,,Side,Distance <50cm
4481,,Side,Distance <50cm
4482,,Side,Distance <50cm
4483,,Side,Distance <50cm
4484,,Side,Distance <50cm
4485,,Side,Distance <50cm
4486,,Side,Distance <50cm
4487,,Side,Distance <50cm
4488,,Side,Distance <50cm
4489,,Side,Distance <50cm
4490,,Side, Distance >50cm
4491,Side,Side, Distance >50cm
4492,,Side, Distance >50cm
4493,Side,Side, Distance >50cm
4494,,Side, Distance >50cm
4495,Side,Side, Distance >50cm
4496,Side,Side, Distance >50cm
4497,,Side, Distance >50cm
4498,,Side, Distance >50cm
4499,,Side, Distance >50cm
4500,Side,Side, Distance >50cm
4501,,Side, Distance >50cm
4502,Side,Side, Distance >50cm
4503,,Side, Distance >50cm
4504,Top,Side, Distance >50cm
4505,,Side, Distance >50cm
4506,,Side, Distance >50cm
4507,,Side, Distance >50cm
4508,,Side, Distance >50cm
4509,,Side, Distance >50cm
4510,,Side, Distance >50cm
4511,,Side, Distance >50cm
4512,,Side, Distance >50cm
4513,,Side, Distance >50cm
4514,,Side, Distance >50cm
4515,Side,Side, Distance >50cm
4516,,Side, Distance >50cm
4517,Side,Side, Distance >50cm
4518,,Side, Distance >50cm
4519,Side,Side, Distance >50cm
4520,,Side, Distance >50cm
4521,,Side, Distance >50cm
4522,,Side, Distance >50cm
4523,,Side, Distance >50cm
4524,,Side, Distance >50cm
4525,,Side, Distance >50cm
4526,,Side, Distance >50cm
4527,,Side, Distance >50cm
4528,,Side, Distance >50cm
4529,Side,Side, Distance >50cm
4530,,Side, Distance >50cm
4531,Side,Side, Distance >50cm
4532,,Side, Distance >50cm
4533,Side,Side, Distance >50cm
4534,,Side, Distance >50cm
4535,,Side, Distance >50cm
4536,,Side, Distance >50cm
4537,,Side, Distance >50cm
4538,,Side, Distance >50cm
4539,,Side, Distance >50cm
4540,,Side, Distance >50cm
4541,Side,Side, Distance >50cm
4542,Side,Side, Distance >50cm
4543,,Side, Distance >50cm
4544,,Side, Distance >50cm
4545,,Side, Distance >50cm
4546,Side,Side, Distance >50cm
4547,,Side, Distance >50cm
4548,,Side, Distance >50cm
4549,,Side, Distance >50cm
4550,Side,Side, Distance >50cm
4551,,Side, Distance >50cm
4552,Side,Side, Distance >50cm
4553,,Side, Distance >50cm
4554,,Side, Distance >50cm
4555,,Side, Distance >50cm
4556,Side,Side, Distance >50cm
4557,,Side, Distance >50cm
4558,Side,Side, Distance >50cm
4559,,Side, Distance >50cm
4560,Side,Side, Distance >50cm
4561,,Side, Distance >50cm
4562,,Side, Distance >50cm
4563,Side,Side, Distance >50cm
4564,,Side, Distance >50cm
4565,,Side, Distance >50cm
4566,,Side, Distance >50cm
4567,Top,Side, Distance >50cm
4568,,Side, Distance >50cm
4569,,Side, Distance >50cm
4570,,Side, Distance >50cm
4571,,Side, Distance >50cm
4572,,Side, Distance >50cm
4573,Side,Side, Distance >50cm
4574,Side,Side, Distance >50cm
4575,,Side, Distance >50cm
4576,,Side, Distance >50cm
4577,,Side, Distance >50cm
4578,,Side, Distance >50cm
4579,,Side, Distance >50cm
4580,,Side, Distance >50cm
4581,Side,Side, Distance >50cm
4582,,Side, Distance >50cm
4583,Side,Side, Distance >50cm
4584,Side,Side, Distance >50cm
4585,,Side, Distance >50cm
4586,,Side, Distance >50cm
4587,Side,Side, Distance >50cm
4588,,Side, Distance >50cm
4589,,Side, Distance >50cm
4590,,Side, Distance >50cm
4591,Side,Side, Distance >50cm
4592,,Side, Distance >50cm
4593,Side,Side, Distance >50cm
4594,,Side, Distance >50cm
4595,,Side, Distance >50cm
4596,Side,Side, Distance >50cm
4597,,Side, Distance >50cm
4598,,Side, Distance >50cm
4599,,Side, Distance >50cm
4600,,Side, Distance >50cm
4601,,Side, Distance >50cm
4602,,Side, Distance >50cm
4603,,Side, Distance >50cm
4604,,Side, Distance >50cm
4605,,Side, Distance >50cm
4606,,Side, Distance >50cm
4607,,Side, Distance >50cm
4608,,Side, Distance >50cm
4609,,Side, Distance >50cm
4610,,Side, Distance >50cm
4611,,Side, Distance >50cm
4612,Side,Side, Distance >50cm
4613,,Side, Distance >50cm
4614,,Side, Distance >50cm
4615,,Side, Distance >50cm
4616,Side,Side, Distance >50cm
4617,,Side, Distance >50cm
4618,Side,Side, Distance >50cm
4619,,Side, Distance >50cm
4620,,Side, Distance >50cm
4621,,Side, Distance >50cm
4622,,Side, Distance >50cm
4623,,Side, Distance >50cm
4624,,Side, Distance >50cm
4625,,Side, Distance >50cm
4626,,Side, Distance >50cm
4627,,Side, Distance >50cm
4628,Side,Side, Distance >50cm
4629,,Side, Distance >50cm
4630,Side,Side, Distance >50cm
4631,,Side, Distance >50cm
4632,Side,Side, Distance >50cm
4633,,Side, Distance >50cm
4634,,Side, Distance >50cm
4635,,Side, Distance >50cm
4636,,Side, Distance >50cm
4637,Side,Side, Distance >50cm
4638,,Side, Distance >50cm
4639,,Side, Distance >50cm
4640,,Side, Distance >50cm
4641,,Side, Distance >50cm
4642,,Side, Distance >50cm
4643,Side,Side, Distance >50cm
4644,,Side, Distance >50cm
4645,Side,Side, Distance >50cm
4646,Side,Side, Distance >50cm
4647,,Side, Distance >50cm
4648,Side,Side, Distance >50cm
4649,Side,Side, Distance >50cm
4650,,Side, Distance >50cm
4651,,Side, Distance >50cm
4652,Side,Side, Distance >50cm
4653,,Side, Distance >50cm
4654,,Side, Distance >50cm
4655,,Side, Distance >50cm
4656,,Side, Distance >50cm
4657,Side,Side, Distance >50cm
4658,,Side, Distance >50cm
4659,Side,Side, Distance >50cm
4660,,Side, Distance >50cm
4661,,Side, Distance >50cm
4662,Side,Side, Distance >50cm
4663,,Side, Distance >50cm
4664,,Side, Distance >50cm
4665,,Side, Distance >50cm
4666,,Side, Distance >50cm
4667,Side,Side, Distance >50cm
4668,,Side, Distance >50cm
4669,Side,Side, Distance >50cm
4670,Side,Side, Distance >50cm
4671,,Side, Distance >50cm
4672,,Side, Distance >50cm
4673,,Side, Distance >50cm
4674,,Side, Distance >50cm
4675,Side,Side, Distance >50cm
4676,Side,Side, Distance >50cm
4677,,Side, Distance >50cm
4678,Side,Side, Distance >50cm
4679,,Side, Distance >50cm
4680,Side,Side, Distance >50cm
4681,,Side, Distance >50cm
4682,Side,Side, Distance >50cm
4683,,Side, Distance >50cm
4684,,Side, Distance >50cm
4685,Side,Side, Distance >50cm
4686,,Side, Distance >50cm
4687,,Side, Distance >50cm
4688,Side,Side, Distance >50cm
4689,,Side, Distance >50cm
4690,Side,Side, Distance >50cm
4691,,Side, Distance >50cm
4692,Side,Side, Distance >50cm
4693,,Side, Distance >50cm
4694,Side,Side, Distance >50cm
4695,,Side, Distance >50cm
4696,,Side, Distance >50cm
4697,,Side, Distance >50cm
4698,,Side, Distance >50cm
4699,,Side, Distance >50cm
4700,,Side, Distance >50cm
4701,,Side, Distance >50cm
4702,,Side, Distance >50cm
4703,,Side, Distance >50cm
4704,,Side, Distance >50cm
4705,Side,Side, Distance >50cm
4706,,Side, Distance >50cm
4707,,Side, Distance >50cm
4708,,Side, Distance >50cm
4709,,Side, Distance >50cm
4710,Side,Side, Distance >50cm
4711,,Side, Distance >50cm
4712,,Side, Distance >50cm
4713,,Side, Distance >50cm
4714,,Side, Distance >50cm
4715,,Side, Distance >50cm
4716,,Side, Distance >50cm
4717,Side,Side, Distance >50cm
4718,,Side, Distance >50cm
4719,,Side, Distance >50cm
4720,Side,Side, Distance >50cm
4721,,Side, Distance >50cm
4722,Side,Side, Distance >50cm
4723,Side,Side, Distance >50cm
4724,Side,Side, Distance >50cm
4725,,Side, Distance >50cm
4726,,Side, Distance >50cm
4727,,Side, Distance >50cm
4728,,Side, Distance >50cm
4729,,Side, Distance >50cm
4730,,Side, Distance >50cm
4731,Side,Side, Distance >50cm
4732,Side,Side, Distance >50cm
4733,Side,Side, Distance >50cm
4734,,Side, Distance >50cm
4735,,Side, Distance >50cm
4736,,Side, Distance >50cm
4737,,Side, Distance >50cm
4738,,Side, Distance >50cm
4739,,Side, Distance >50cm
4740,,Side, Distance >50cm
4741,,Side, Distance >50cm
4742,,Side, Distance >50cm
4743,Side,Side, Distance >50cm
4744,,Side, Distance >50cm
4745,,Side, Distance >50cm
4746,Side,Side, Distance >50cm
4747,,Side, Distance >50cm
4748,Side,Side, Distance >50cm
4749,Side,Side, Distance >50cm
4750,,Side, Distance >50cm
4751,,Side, Distance >50cm
4752,,Side, Distance >50cm
4753,Side,Side, Distance >50cm
4754,Side,Side, Distance >50cm
4755,Side,Side, Distance >50cm
4756,,Side, Distance >50cm
4757,,Side, Distance >50cm
4758,,Side, Distance >50cm
4759,Side,Side, Distance >50cm
4760,,Side, Distance >50cm
4761,Side,Side, Distance >50cm
4762,,Side, Distance >50cm
4763,,Side, Distance >50cm
4764,,Side, Distance >50cm
4765,,Side, Distance >50cm
4766,,Side, Distance >50cm
4767,,Side, Distance >50cm
4768,Side,Side, Distance >50cm
4769,Top,Side, Distance >50cm
4770,Side,Side, Distance >50cm
4771,,Side, Distance >50cm
4772,Side,Side, Distance >50cm
4773,,Side, Distance >50cm
4774,,Side, Distance >50cm
4775,,Side, Distance >50cm
4776,Side,Side, Distance >50cm
4777,,Side, Distance >50cm
4778,Side,Side, Distance >50cm
4779,Side,Side, Distance >50cm
4780,Side,Side, Distance >50cm
4781,,Side, Distance >50cm
4782,,Side, Distance >50cm
4783,,Side, Distance >50cm
4784,,Side, Distance >50cm
4785,Side,Side, Distance >50cm
4786,Top,Side, Distance >50cm
4787,Side,Side, Distance >50cm
4788,,Side, Distance >50cm
4789,,Side, Distance >50cm
4790,,Side, Distance >50cm
4791,,Side, Distance >50cm
4792,Side,Side, Distance >50cm
4793,,Side, Distance >50cm
4794,,Side, Distance >50cm
4795,Side,Side, Distance >50cm
4796,,Side, Distance >50cm
4797,,Side, Distance >50cm
4798,,Side, Distance >50cm
4799,,Side, Distance >50cm
4800,,Side, Distance >50cm
4801,,Side, Distance >50cm
4802,,Side, Distance >50cm
4803,Top,Side, Distance >50cm
4804,,Side, Distance >50cm
4805,,Side, Distance >50cm
4806,,Side, Distance >50cm
4807,,Side, Distance >50cm
4808,,Side, Distance >50cm
4809,,Side, Distance >50cm
4810,,Side, Distance >50cm
4811,,Side, Distance >50cm
4812,,Side, Distance >50cm
4813,Side,Side, Distance >50cm
4814,Side,Side, Distance >50cm
4815,,Side, Distance >50cm
4816,,Side, Distance >50cm
4817,,Side, Distance >50cm
4818,,Side, Distance >50cm
4819,,Side, Distance >50cm
4820,Side,Side, Distance >50cm
4821,,Side, Distance >50cm
4822,,Side, Distance >50cm
4823,Side,Side, Distance >50cm
4824,Side,Side, Distance >50cm
4825,Top,Side, Distance >50cm
4826,,Side, Distance >50cm
4827,Side,Side, Distance >50cm
4828,,Side, Distance >50cm
4829,Side,Side, Distance >50cm
4830,,Side, Distance >50cm
4831,,Side, Distance >50cm
4832,,Side, Distance >50cm
4833,Side,Side, Distance >50cm
4834,,Side, Distance >50cm
4835,,Side, Distance >50cm
4836,,Side, Distance >50cm
4837,,Side, Distance >50cm
4838,,Side, Distance >50cm
4839,,Side, Distance >50cm
